STRUCTURE_NAME,Tipo,Valor,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,SequenciaTipo,SequenciaValor,Attribute,qryNacional.X,Y,X
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,IT,Italy,2024,29.4,7,2,Fim,23.1,935,29.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,IT,Italy,2024,29.5,7,3,Inicio,23.1,934,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,IT,Italy,2024,29.5,7,3,Fim,23.1,933,29.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,IT,Italy,2024,32.4,7,4,Inicio,23.1,932,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,IT,Italy,2024,32.4,7,4,Fim,23.1,931,32.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,IT,Italy,2024,25.8,7,5,Inicio,23.1,930,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,IT,Italy,2024,25.8,7,5,Fim,23.1,929,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,IT,Italy,2024,18.7,7,6,Inicio,23.1,928,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,IT,Italy,2024,18.7,7,6,Fim,23.1,927,18.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,IT,Italy,2024,17.8,7,7,Inicio,23.1,926,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,IT,Italy,2024,17.8,7,7,Fim,23.1,925,17.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",IT,Italy,2024,19.2,7,8,Inicio,23.1,924,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",IT,Italy,2024,19.2,7,8,Fim,23.1,923,19.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,IT,Italy,2024,21.2,7,9,Inicio,23.1,922,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,IT,Italy,2024,21.2,7,9,Fim,23.1,921,21.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,IT,Italy,2024,25.2,7,10,Inicio,23.1,920,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,IT,Italy,2024,25.2,7,10,Fim,23.1,919,25.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,IT,Italy,2024,42.5,7,11,Inicio,23.1,918,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,IT,Italy,2024,42.5,7,11,Fim,23.1,917,42.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,IT,Italy,2024,17.7,7,12,Inicio,23.1,916,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,IT,Italy,2024,17.7,7,12,Fim,23.1,915,17.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,IT,Italy,2024,23.3,7,13,Inicio,23.1,914,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,IT,Italy,2024,23.3,7,13,Fim,23.1,913,23.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,IT,Italy,2024,19.8,7,14,Inicio,23.1,912,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,IT,Italy,2024,19.8,7,14,Fim,23.1,911,19.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,IT,Italy,2024,21.6,7,15,Inicio,23.1,910,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,IT,Italy,2024,21.6,7,15,Fim,23.1,909,21.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,IT,Italy,2024,36.4,7,16,Inicio,23.1,908,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,IT,Italy,2024,36.4,7,16,Fim,23.1,907,36.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,IT,Italy,2024,16.2,7,17,Inicio,23.1,906,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,IT,Italy,2024,16.2,7,17,Fim,23.1,905,16.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,IT,Italy,2024,24.5,7,18,Inicio,23.1,904,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,IT,Italy,2024,24.5,7,18,Fim,23.1,903,24.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,LV,Latvia,2024,49.3,7,1,Inicio,24.3,938,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,LV,Latvia,2024,49.3,7,1,Fim,24.3,937,49.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,LV,Latvia,2024,32,7,2,Inicio,24.3,936,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,LV,Latvia,2024,32,7,2,Fim,24.3,935,32
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,LV,Latvia,2024,67.1,7,3,Inicio,24.3,934,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,LV,Latvia,2024,67.1,7,3,Fim,24.3,933,67.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,LV,Latvia,2024,55.1,7,4,Inicio,24.3,932,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,LV,Latvia,2024,55.1,7,4,Fim,24.3,931,55.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,LV,Latvia,2024,38.9,7,5,Inicio,24.3,930,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,LV,Latvia,2024,38.9,7,5,Fim,24.3,929,38.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,LV,Latvia,2024,24.9,7,6,Inicio,24.3,928,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,LV,Latvia,2024,24.9,7,6,Fim,24.3,927,24.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,LV,Latvia,2024,17.6,7,7,Inicio,24.3,926,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,LV,Latvia,2024,17.6,7,7,Fim,24.3,925,17.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",LV,Latvia,2024,32.1,7,8,Inicio,24.3,924,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",LV,Latvia,2024,32.1,7,8,Fim,24.3,923,32.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,LV,Latvia,2024,32.3,7,9,Inicio,24.3,922,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,LV,Latvia,2024,32.3,7,9,Fim,24.3,921,32.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,LV,Latvia,2024,17.2,7,10,Inicio,24.3,920,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,LV,Latvia,2024,17.2,7,10,Fim,24.3,919,17.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,LV,Latvia,2024,34.4,7,11,Inicio,24.3,918,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,LV,Latvia,2024,34.4,7,11,Fim,24.3,917,34.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,LV,Latvia,2024,22.8,7,12,Inicio,24.3,916,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,LV,Latvia,2024,22.8,7,12,Fim,24.3,915,22.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,LV,Latvia,2024,14.7,7,13,Inicio,24.3,914,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,LV,Latvia,2024,14.7,7,13,Fim,24.3,913,14.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,LV,Latvia,2024,14,7,14,Inicio,24.3,912,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,LV,Latvia,2024,14,7,14,Fim,24.3,911,14
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,LV,Latvia,2024,10.9,7,15,Inicio,24.3,910,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,LV,Latvia,2024,10.9,7,15,Fim,24.3,909,10.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,LV,Latvia,2024,22.6,7,16,Inicio,24.3,908,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,LV,Latvia,2024,22.6,7,16,Fim,24.3,907,22.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,LV,Latvia,2024,17.5,7,17,Inicio,24.3,906,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,LV,Latvia,2024,17.5,7,17,Fim,24.3,905,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,LV,Latvia,2024,15.6,7,18,Inicio,24.3,904,24.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,LV,Latvia,2024,15.6,7,18,Fim,24.3,903,15.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,LT,Lithuania,2024,42.6,7,1,Inicio,25.8,938,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,LT,Lithuania,2024,42.6,7,1,Fim,25.8,937,42.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,LT,Lithuania,2024,33.3,7,2,Inicio,25.8,936,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,LT,Lithuania,2024,33.3,7,2,Fim,25.8,935,33.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,LT,Lithuania,2024,55.9,7,3,Inicio,25.8,934,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,LT,Lithuania,2024,55.9,7,3,Fim,25.8,933,55.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,LT,Lithuania,2024,46.1,7,4,Inicio,25.8,932,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,LT,Lithuania,2024,46.1,7,4,Fim,25.8,931,46.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,LT,Lithuania,2024,38.6,7,5,Inicio,25.8,930,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,LT,Lithuania,2024,38.6,7,5,Fim,25.8,929,38.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,LT,Lithuania,2024,18.6,7,6,Inicio,25.8,928,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,LT,Lithuania,2024,18.6,7,6,Fim,25.8,927,18.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,LT,Lithuania,2024,15.4,7,7,Inicio,25.8,926,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,LT,Lithuania,2024,15.4,7,7,Fim,25.8,925,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",LT,Lithuania,2024,23.4,7,8,Inicio,25.8,924,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",LT,Lithuania,2024,23.4,7,8,Fim,25.8,923,23.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,LT,Lithuania,2024,29.8,7,9,Inicio,25.8,922,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,LT,Lithuania,2024,29.8,7,9,Fim,25.8,921,29.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,LT,Lithuania,2024,20.9,7,10,Inicio,25.8,920,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,LT,Lithuania,2024,20.9,7,10,Fim,25.8,919,20.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,LT,Lithuania,2024,40.6,7,11,Inicio,25.8,918,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,LT,Lithuania,2024,40.6,7,11,Fim,25.8,917,40.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,LT,Lithuania,2024,17.4,7,12,Inicio,25.8,916,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,LT,Lithuania,2024,17.4,7,12,Fim,25.8,915,17.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,LT,Lithuania,2024,14.9,7,13,Inicio,25.8,914,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,LT,Lithuania,2024,14.9,7,13,Fim,25.8,913,14.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,LT,Lithuania,2024,12.3,7,14,Inicio,25.8,912,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,LT,Lithuania,2024,12.3,7,14,Fim,25.8,911,12.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,LT,Lithuania,2024,14.5,7,15,Inicio,25.8,910,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,LT,Lithuania,2024,14.5,7,15,Fim,25.8,909,14.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,LT,Lithuania,2024,33,7,16,Inicio,25.8,908,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,LT,Lithuania,2024,33,7,16,Fim,25.8,907,33
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,LT,Lithuania,2024,12.4,7,17,Inicio,25.8,906,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,LT,Lithuania,2024,12.4,7,17,Fim,25.8,905,12.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,LT,Lithuania,2024,7.6,7,18,Inicio,25.8,904,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,LT,Lithuania,2024,7.6,7,18,Fim,25.8,903,7.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,LU,Luxembourg,2024,19.9,7,1,Inicio,20,938,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,LU,Luxembourg,2024,19.9,7,1,Fim,20,937,19.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,LU,Luxembourg,2024,22.2,7,2,Inicio,20,936,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,LU,Luxembourg,2024,22.2,7,2,Fim,20,935,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,LU,Luxembourg,2024,14.8,7,3,Inicio,20,934,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,LU,Luxembourg,2024,14.8,7,3,Fim,20,933,14.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,LU,Luxembourg,2024,22.4,7,4,Inicio,20,932,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,LU,Luxembourg,2024,22.4,7,4,Fim,20,931,22.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,LU,Luxembourg,2024,17.9,7,5,Inicio,20,930,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,LU,Luxembourg,2024,17.9,7,5,Fim,20,929,17.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,LU,Luxembourg,2024,8.8,7,6,Inicio,20,928,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,LU,Luxembourg,2024,8.8,7,6,Fim,20,927,8.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,LU,Luxembourg,2024,9.6,7,7,Inicio,20,926,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,LU,Luxembourg,2024,9.6,7,7,Fim,20,925,9.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",LU,Luxembourg,2024,7.6,7,8,Inicio,20,924,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",LU,Luxembourg,2024,7.6,7,8,Fim,20,923,7.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,LU,Luxembourg,2024,13.8,7,9,Inicio,20,922,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,LU,Luxembourg,2024,13.8,7,9,Fim,20,921,13.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,LU,Luxembourg,2024,25.2,7,10,Inicio,20,920,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,LU,Luxembourg,2024,25.2,7,10,Fim,20,919,25.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,LU,Luxembourg,2024,36.8,7,11,Inicio,20,918,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,LU,Luxembourg,2024,36.8,7,11,Fim,20,917,36.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,LU,Luxembourg,2024,10.2,7,12,Inicio,20,916,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,LU,Luxembourg,2024,10.2,7,12,Fim,20,915,10.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,LU,Luxembourg,2024,24.2,7,13,Inicio,20,914,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,LU,Luxembourg,2024,24.2,7,13,Fim,20,913,24.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,LU,Luxembourg,2024,15.6,7,14,Inicio,20,912,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,LU,Luxembourg,2024,15.6,7,14,Fim,20,911,15.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,LU,Luxembourg,2024,15.7,7,15,Inicio,20,910,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,LU,Luxembourg,2024,15.7,7,15,Fim,20,909,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,LU,Luxembourg,2024,38.7,7,16,Inicio,20,908,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,LU,Luxembourg,2024,38.7,7,16,Fim,20,907,38.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,LU,Luxembourg,2024,15.1,7,17,Inicio,20,906,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,LU,Luxembourg,2024,15.1,7,17,Fim,20,905,15.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,LU,Luxembourg,2024,37.4,7,18,Inicio,20,904,20
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,LU,Luxembourg,2024,37.4,7,18,Fim,20,903,37.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,MT,Malta,2024,36.2,7,1,Inicio,19.7,938,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,MT,Malta,2024,36.2,7,1,Fim,19.7,937,36.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,MT,Malta,2024,33.1,7,2,Inicio,19.7,936,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,MT,Malta,2024,33.1,7,2,Fim,19.7,935,33.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,MT,Malta,2024,40.7,7,3,Inicio,19.7,934,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,MT,Malta,2024,40.7,7,3,Fim,19.7,933,40.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,MT,Malta,2024,45.5,7,4,Inicio,19.7,932,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,MT,Malta,2024,45.5,7,4,Fim,19.7,931,45.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,MT,Malta,2024,30.7,7,5,Inicio,19.7,930,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,MT,Malta,2024,30.7,7,5,Fim,19.7,929,30.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,MT,Malta,2024,19.4,7,6,Inicio,19.7,928,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,MT,Malta,2024,19.4,7,6,Fim,19.7,927,19.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,MT,Malta,2024,6.9,7,7,Inicio,19.7,926,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,MT,Malta,2024,6.9,7,7,Fim,19.7,925,6.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",MT,Malta,2024,38.2,7,8,Inicio,19.7,924,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",MT,Malta,2024,38.2,7,8,Fim,19.7,923,38.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,MT,Malta,2024,19.4,7,9,Inicio,19.7,922,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,MT,Malta,2024,19.4,7,9,Fim,19.7,921,19.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,MT,Malta,2024,20.1,7,10,Inicio,19.7,920,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,MT,Malta,2024,20.1,7,10,Fim,19.7,919,20.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,MT,Malta,2024,46.2,7,11,Inicio,19.7,918,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,MT,Malta,2024,46.2,7,11,Fim,19.7,917,46.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,MT,Malta,2024,14,7,12,Inicio,19.7,916,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,MT,Malta,2024,14,7,12,Fim,19.7,915,14
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,MT,Malta,2024,17.7,7,13,Inicio,19.7,914,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,MT,Malta,2024,17.7,7,13,Fim,19.7,913,17.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,MT,Malta,2024,15.9,7,14,Inicio,19.7,912,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,MT,Malta,2024,15.9,7,14,Fim,19.7,911,15.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,MT,Malta,2024,17.4,7,15,Inicio,19.7,910,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,MT,Malta,2024,17.4,7,15,Fim,19.7,909,17.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,MT,Malta,2024,73.4,7,16,Inicio,19.7,908,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,MT,Malta,2024,73.4,7,16,Fim,19.7,907,73.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,MT,Malta,2024,8.3,7,17,Inicio,19.7,906,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,MT,Malta,2024,8.3,7,17,Fim,19.7,905,8.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,MT,Malta,2024,10.5,7,18,Inicio,19.7,904,19.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,MT,Malta,2024,10.5,7,18,Fim,19.7,903,10.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,NL,Netherlands,2024,29.6,7,1,Inicio,15.4,938,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,NL,Netherlands,2024,29.6,7,1,Fim,15.4,937,29.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,NL,Netherlands,2024,36.4,7,2,Inicio,15.4,936,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,NL,Netherlands,2024,36.4,7,2,Fim,15.4,935,36.4
