Variavel,Categoria,Geo,Geo_Desc,Ano,Valor,Var_Num,Cat_Num,DescLocal,YCoord
Composição agregado,2 adultos,NO,Norway,2024,7.5,7,2,Inicio,898
Composição agregado,2 adultos,NO,Norway,2024,7.5,7,2,Fim,900
Composição agregado,2 adultos,PL,Poland,2024,11.9,7,2,Inicio,898
Composição agregado,2 adultos,PL,Poland,2024,11.9,7,2,Fim,900
Composição agregado,2 adultos,PT,Portugal,2024,19.6,7,2,Inicio,898
Composição agregado,2 adultos,PT,Portugal,2024,19.6,7,2,Fim,900
Composição agregado,2 adultos,RO,Romania,2024,21.6,7,2,Inicio,898
Composição agregado,2 adultos,RO,Romania,2024,21.6,7,2,Fim,900
Composição agregado,2 adultos,RS,Serbia,2024,27.4,7,2,Inicio,898
Composição agregado,2 adultos,RS,Serbia,2024,27.4,7,2,Fim,900
Composição agregado,2 adultos,SE,Sweden,2024,9.1,7,2,Inicio,898
Composição agregado,2 adultos,SE,Sweden,2024,9.1,7,2,Fim,900
Composição agregado,2 adultos,SI,Slovenia,2024,14.7,7,2,Inicio,898
Composição agregado,2 adultos,SI,Slovenia,2024,14.7,7,2,Fim,900
Composição agregado,2 adultos,SK,Slovakia,2024,13.4,7,2,Inicio,898
Composição agregado,2 adultos,SK,Slovakia,2024,13.4,7,2,Fim,900
Composição agregado,2 adultos,TR,Türkiye,2024,26.2,7,2,Inicio,898
Composição agregado,2 adultos,TR,Türkiye,2024,26.2,7,2,Fim,900
Composição agregado,2 adultos <65 anos,AT,Austria,2024,10,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,AT,Austria,2024,10,7,8,Fim,882
Composição agregado,2 adultos <65 anos,BE,Belgium,2024,11.8,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,BE,Belgium,2024,11.8,7,8,Fim,882
Composição agregado,2 adultos <65 anos,BG,Bulgaria,2024,21.4,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,BG,Bulgaria,2024,21.4,7,8,Fim,882
Composição agregado,2 adultos <65 anos,CY,Cyprus,2024,11.5,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,CY,Cyprus,2024,11.5,7,8,Fim,882
Composição agregado,2 adultos <65 anos,CZ,Czechia,2024,4.6,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,CZ,Czechia,2024,4.6,7,8,Fim,882
Composição agregado,2 adultos <65 anos,DE,Germany,2024,13.4,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,DE,Germany,2024,13.4,7,8,Fim,882
Composição agregado,2 adultos <65 anos,DK,Denmark,2024,12.8,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,DK,Denmark,2024,12.8,7,8,Fim,882
Composição agregado,2 adultos <65 anos,EE,Estonia,2024,13.1,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,EE,Estonia,2024,13.1,7,8,Fim,882
Composição agregado,2 adultos <65 anos,EL,Greece,2024,22,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,EL,Greece,2024,22,7,8,Fim,882
Composição agregado,2 adultos <65 anos,ES,Spain,2024,19.7,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,ES,Spain,2024,19.7,7,8,Fim,882
Composição agregado,2 adultos <65 anos,FI,Finland,2024,10.3,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,FI,Finland,2024,10.3,7,8,Fim,882
Composição agregado,2 adultos <65 anos,FR,France,2024,12.6,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,FR,France,2024,12.6,7,8,Fim,882
Composição agregado,2 adultos <65 anos,HR,Croatia,2024,14.6,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,HR,Croatia,2024,14.6,7,8,Fim,882
Composição agregado,2 adultos <65 anos,HU,Hungary,2024,14.2,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,HU,Hungary,2024,14.2,7,8,Fim,882
Composição agregado,2 adultos <65 anos,IE,Ireland,2024,8.2,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,IE,Ireland,2024,8.2,7,8,Fim,882
Composição agregado,2 adultos <65 anos,IT,Italy,2024,17.8,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,IT,Italy,2024,17.8,7,8,Fim,882
Composição agregado,2 adultos <65 anos,LT,Lithuania,2024,15.4,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,LT,Lithuania,2024,15.4,7,8,Fim,882
Composição agregado,2 adultos <65 anos,LU,Luxembourg,2024,9.6,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,LU,Luxembourg,2024,9.6,7,8,Fim,882
Composição agregado,2 adultos <65 anos,LV,Latvia,2024,17.6,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,LV,Latvia,2024,17.6,7,8,Fim,882
Composição agregado,2 adultos <65 anos,MT,Malta,2024,6.9,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,MT,Malta,2024,6.9,7,8,Fim,882
Composição agregado,2 adultos <65 anos,NL,Netherlands,2024,7.8,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,NL,Netherlands,2024,7.8,7,8,Fim,882
Composição agregado,2 adultos <65 anos,NO,Norway,2024,9.7,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,NO,Norway,2024,9.7,7,8,Fim,882
Composição agregado,2 adultos <65 anos,PL,Poland,2024,11.9,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,PL,Poland,2024,11.9,7,8,Fim,882
Composição agregado,2 adultos <65 anos,PT,Portugal,2024,15.3,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,PT,Portugal,2024,15.3,7,8,Fim,882
Composição agregado,2 adultos <65 anos,RO,Romania,2024,19.2,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,RO,Romania,2024,19.2,7,8,Fim,882
Composição agregado,2 adultos <65 anos,RS,Serbia,2024,27.2,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,RS,Serbia,2024,27.2,7,8,Fim,882
Composição agregado,2 adultos <65 anos,SE,Sweden,2024,11.5,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,SE,Sweden,2024,11.5,7,8,Fim,882
Composição agregado,2 adultos <65 anos,SI,Slovenia,2024,12.8,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,SI,Slovenia,2024,12.8,7,8,Fim,882
Composição agregado,2 adultos <65 anos,SK,Slovakia,2024,14.1,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,SK,Slovakia,2024,14.1,7,8,Fim,882
Composição agregado,2 adultos <65 anos,TR,Türkiye,2024,20.5,7,8,Inicio,880
Composição agregado,2 adultos <65 anos,TR,Türkiye,2024,20.5,7,8,Fim,882
Composição agregado,2 adultos c/ 1 criança,AT,Austria,2024,9.2,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,AT,Austria,2024,9.2,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,BE,Belgium,2024,15,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,BE,Belgium,2024,15,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,BG,Bulgaria,2024,22.1,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,BG,Bulgaria,2024,22.1,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,CY,Cyprus,2024,9,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,CY,Cyprus,2024,9,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,CZ,Czechia,2024,6.9,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,CZ,Czechia,2024,6.9,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,DE,Germany,2024,12.3,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,DE,Germany,2024,12.3,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,DK,Denmark,2024,7,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,DK,Denmark,2024,7,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,EE,Estonia,2024,11.4,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,EE,Estonia,2024,11.4,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,EL,Greece,2024,24.2,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,EL,Greece,2024,24.2,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,ES,Spain,2024,21.3,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,ES,Spain,2024,21.3,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,FI,Finland,2024,6.9,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,FI,Finland,2024,6.9,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,FR,France,2024,14.2,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,FR,France,2024,14.2,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,HR,Croatia,2024,15.8,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,HR,Croatia,2024,15.8,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,HU,Hungary,2024,10,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,HU,Hungary,2024,10,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,IE,Ireland,2024,13.5,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,IE,Ireland,2024,13.5,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,IT,Italy,2024,19.8,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,IT,Italy,2024,19.8,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,LT,Lithuania,2024,12.3,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,LT,Lithuania,2024,12.3,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,LU,Luxembourg,2024,15.6,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,LU,Luxembourg,2024,15.6,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,LV,Latvia,2024,14,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,LV,Latvia,2024,14,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,MT,Malta,2024,15.9,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,MT,Malta,2024,15.9,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,NL,Netherlands,2024,7.7,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,NL,Netherlands,2024,7.7,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,NO,Norway,2024,7.7,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,NO,Norway,2024,7.7,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,PL,Poland,2024,12.2,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,PL,Poland,2024,12.2,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,PT,Portugal,2024,15.6,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,PT,Portugal,2024,15.6,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,RO,Romania,2024,18.8,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,RO,Romania,2024,18.8,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,RS,Serbia,2024,19.8,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,RS,Serbia,2024,19.8,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,SE,Sweden,2024,12.5,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,SE,Sweden,2024,12.5,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,SI,Slovenia,2024,8.8,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,SI,Slovenia,2024,8.8,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,SK,Slovakia,2024,16.2,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,SK,Slovakia,2024,16.2,7,12,Fim,870
Composição agregado,2 adultos c/ 1 criança,TR,Türkiye,2024,17.5,7,12,Inicio,868
Composição agregado,2 adultos c/ 1 criança,TR,Türkiye,2024,17.5,7,12,Fim,870
Composição agregado,2 adultos c/ 2 criançasl,AT,Austria,2024,11.2,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,AT,Austria,2024,11.2,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,BE,Belgium,2024,9.5,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,BE,Belgium,2024,9.5,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,BG,Bulgaria,2024,26.6,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,BG,Bulgaria,2024,26.6,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,CY,Cyprus,2024,10.5,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,CY,Cyprus,2024,10.5,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,CZ,Czechia,2024,7.5,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,CZ,Czechia,2024,7.5,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,DE,Germany,2024,14,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,DE,Germany,2024,14,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,DK,Denmark,2024,8.7,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,DK,Denmark,2024,8.7,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,EE,Estonia,2024,12.1,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,EE,Estonia,2024,12.1,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,EL,Greece,2024,24.4,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,EL,Greece,2024,24.4,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,ES,Spain,2024,24,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,ES,Spain,2024,24,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,FI,Finland,2024,8.3,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,FI,Finland,2024,8.3,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,FR,France,2024,11.7,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,FR,France,2024,11.7,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,HR,Croatia,2024,13.7,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,HR,Croatia,2024,13.7,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,HU,Hungary,2024,12.5,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,HU,Hungary,2024,12.5,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,IE,Ireland,2024,12.1,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,IE,Ireland,2024,12.1,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,IT,Italy,2024,21.6,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,IT,Italy,2024,21.6,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,LT,Lithuania,2024,14.5,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,LT,Lithuania,2024,14.5,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,LU,Luxembourg,2024,15.7,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,LU,Luxembourg,2024,15.7,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,LV,Latvia,2024,10.9,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,LV,Latvia,2024,10.9,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,MT,Malta,2024,17.4,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,MT,Malta,2024,17.4,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,NL,Netherlands,2024,7.8,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,NL,Netherlands,2024,7.8,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,NO,Norway,2024,6.4,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,NO,Norway,2024,6.4,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,PL,Poland,2024,10.9,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,PL,Poland,2024,10.9,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,PT,Portugal,2024,13.3,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,PT,Portugal,2024,13.3,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,RO,Romania,2024,24.9,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,RO,Romania,2024,24.9,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,RS,Serbia,2024,21.3,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,RS,Serbia,2024,21.3,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,SE,Sweden,2024,8.5,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,SE,Sweden,2024,8.5,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,SI,Slovenia,2024,6.4,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,SI,Slovenia,2024,6.4,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,SK,Slovakia,2024,14.3,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,SK,Slovakia,2024,14.3,7,13,Fim,867
Composição agregado,2 adultos c/ 2 criançasl,TR,Türkiye,2024,25.3,7,13,Inicio,865
Composição agregado,2 adultos c/ 2 criançasl,TR,Türkiye,2024,25.3,7,13,Fim,867
Composição agregado,2 adultos c/ 3+ crianças,AT,Austria,2024,29.7,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,AT,Austria,2024,29.7,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,BE,Belgium,2024,21.2,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,BE,Belgium,2024,21.2,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,BG,Bulgaria,2024,56.2,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,BG,Bulgaria,2024,56.2,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,CY,Cyprus,2024,17.6,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,CY,Cyprus,2024,17.6,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,CZ,Czechia,2024,24.1,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,CZ,Czechia,2024,24.1,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,DE,Germany,2024,32.5,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,DE,Germany,2024,32.5,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,DK,Denmark,2024,16.4,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,DK,Denmark,2024,16.4,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,EE,Estonia,2024,14,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,EE,Estonia,2024,14,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,EL,Greece,2024,36.2,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,EL,Greece,2024,36.2,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,ES,Spain,2024,49.1,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,ES,Spain,2024,49.1,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,FI,Finland,2024,18.8,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,FI,Finland,2024,18.8,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,FR,France,2024,32.1,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,FR,France,2024,32.1,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,HR,Croatia,2024,24,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,HR,Croatia,2024,24,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,HU,Hungary,2024,28.1,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,HU,Hungary,2024,28.1,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,IE,Ireland,2024,22.4,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,IE,Ireland,2024,22.4,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,IT,Italy,2024,36.4,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,IT,Italy,2024,36.4,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,LT,Lithuania,2024,33,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,LT,Lithuania,2024,33,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,LU,Luxembourg,2024,38.7,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,LU,Luxembourg,2024,38.7,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,LV,Latvia,2024,22.6,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,LV,Latvia,2024,22.6,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,MT,Malta,2024,73.4,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,MT,Malta,2024,73.4,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,NL,Netherlands,2024,18.7,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,NL,Netherlands,2024,18.7,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,NO,Norway,2024,15.6,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,NO,Norway,2024,15.6,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,PL,Poland,2024,20.5,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,PL,Poland,2024,20.5,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,PT,Portugal,2024,30.3,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,PT,Portugal,2024,30.3,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,RO,Romania,2024,50.9,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,RO,Romania,2024,50.9,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,RS,Serbia,2024,30.2,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,RS,Serbia,2024,30.2,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,SE,Sweden,2024,30.5,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,SE,Sweden,2024,30.5,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,SI,Slovenia,2024,15.4,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,SI,Slovenia,2024,15.4,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,SK,Slovakia,2024,32.7,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,SK,Slovakia,2024,32.7,7,14,Fim,864
Composição agregado,2 adultos c/ 3+ crianças,TR,Türkiye,2024,55.3,7,14,Inicio,862
Composição agregado,2 adultos c/ 3+ crianças,TR,Türkiye,2024,55.3,7,14,Fim,864
Composição agregado,"2 adultos, 1 c/ 65+ anos",AT,Austria,2024,12.3,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",AT,Austria,2024,12.3,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",BE,Belgium,2024,15.3,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",BE,Belgium,2024,15.3,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",BG,Bulgaria,2024,27.2,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",BG,Bulgaria,2024,27.2,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",CY,Cyprus,2024,34,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",CY,Cyprus,2024,34,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",CZ,Czechia,2024,5.3,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",CZ,Czechia,2024,5.3,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",DE,Germany,2024,16.6,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",DE,Germany,2024,16.6,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",DK,Denmark,2024,7.4,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",DK,Denmark,2024,7.4,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",EE,Estonia,2024,16.5,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",EE,Estonia,2024,16.5,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",EL,Greece,2024,23.8,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",EL,Greece,2024,23.8,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",ES,Spain,2024,19.2,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",ES,Spain,2024,19.2,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",FI,Finland,2024,4.5,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",FI,Finland,2024,4.5,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",FR,France,2024,11.3,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",FR,France,2024,11.3,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",HR,Croatia,2024,37.6,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",HR,Croatia,2024,37.6,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",HU,Hungary,2024,29.3,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",HU,Hungary,2024,29.3,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",IE,Ireland,2024,17.3,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",IE,Ireland,2024,17.3,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",IT,Italy,2024,19.2,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",IT,Italy,2024,19.2,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",LT,Lithuania,2024,23.4,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",LT,Lithuania,2024,23.4,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",LU,Luxembourg,2024,7.6,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",LU,Luxembourg,2024,7.6,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",LV,Latvia,2024,32.1,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",LV,Latvia,2024,32.1,7,9,Fim,879
Composição agregado,"2 adultos, 1 c/ 65+ anos",MT,Malta,2024,38.2,7,9,Inicio,877
Composição agregado,"2 adultos, 1 c/ 65+ anos",MT,Malta,2024,38.2,7,9,Fim,879
